,asr_transcript,uniqueId
32,During the temperature up ,4BrX8aDqK2cLZRYl-13d2ae90452d11e9b1e4e5985dca719e
33,Fetch my shoes ,4BrX8aDqK2cLZRYl-13f19980453311e9b1e4e5985dca719e
34,I need a practice my english switch the language ,4BrX8aDqK2cLZRYl-148666d0453011e9b1e4e5985dca719e
35,That's too quiet ,4BrX8aDqK2cLZRYl-15c9f540452e11e9b1e4e5985dca719e
36,Lights off in the kitchen ,4BrX8aDqK2cLZRYl-15da1a80453111e9b1e4e5985dca719e
37,Turn the temperature in the bedroom down ,4BrX8aDqK2cLZRYl-17346540452f11e9b1e4e5985dca719e
38,Turn up the hee ,4BrX8aDqK2cLZRYl-175349d0452d11e9b1e4e5985dca719e
39,Turn the washroom lights off ,4BrX8aDqK2cLZRYl-185e22c0453011e9b1e4e5985dca719e
40,Kitchen lights off ,4BrX8aDqK2cLZRYl-18a4d340453111e9b1e4e5985dca719e
41,Far too quiet ,4BrX8aDqK2cLZRYl-19159dd0452e11e9b1e4e5985dca719e
42,Use a different language ,4BrX8aDqK2cLZRYl-192981b0453311e9b1e4e5985dca719e
43,Turn down the bedroom he ,4BrX8aDqK2cLZRYl-1a19f900452f11e9b1e4e5985dca719e
44,Turned the heat up ,4BrX8aDqK2cLZRYl-1a316380452d11e9b1e4e5985dca719e
45,Pause ,4BrX8aDqK2cLZRYl-1b5c4790453011e9b1e4e5985dca719e
46,Turn off the lights in the bedroom ,4BrX8aDqK2cLZRYl-1b7b24c0453111e9b1e4e5985dca719e
47,Turned the sound up ,4BrX8aDqK2cLZRYl-1baac7a0452e11e9b1e4e5985dca719e
48,Changed the language ,4BrX8aDqK2cLZRYl-1bc6c1d0453311e9b1e4e5985dca719e
49,Turn the bedroom he don't ,4BrX8aDqK2cLZRYl-1d3ae810452f11e9b1e4e5985dca719e
50,Turned down the temperature ,4BrX8aDqK2cLZRYl-1dbb4d90452d11e9b1e4e5985dca719e
51,Turn on the lights ,4BrX8aDqK2cLZRYl-1e625ba0453011e9b1e4e5985dca719e
52,During the bedroom lights off ,4BrX8aDqK2cLZRYl-1e632980453111e9b1e4e5985dca719e
53,Switched the language ,4BrX8aDqK2cLZRYl-1e8322b0453311e9b1e4e5985dca719e
54,Anita here this increase the volume ,4BrX8aDqK2cLZRYl-1f7d7a80452e11e9b1e4e5985dca719e
55,Bedroom he down ,4BrX8aDqK2cLZRYl-20032fd0452f11e9b1e4e5985dca719e
56,Switch language ,4BrX8aDqK2cLZRYl-21454ff0453311e9b1e4e5985dca719e
57,During the temperature down ,4BrX8aDqK2cLZRYl-21a5a720452d11e9b1e4e5985dca719e
58,Switch off the lights in the better ,4BrX8aDqK2cLZRYl-21b8bd20453111e9b1e4e5985dca719e
59,I couldn't hear anything turn of the volume ,4BrX8aDqK2cLZRYl-2349ebd0452e11e9b1e4e5985dca719e
60,Switch languages ,4BrX8aDqK2cLZRYl-245d1740453311e9b1e4e5985dca719e
61,Decrease the temperature in the better ,4BrX8aDqK2cLZRYl-24b67eb0452f11e9b1e4e5985dca719e
62,Increase the temperature in the washroom ,4BrX8aDqK2cLZRYl-24d4d4c0453211e9b1e4e5985dca719e
63,Switch the bedroom lights off ,4BrX8aDqK2cLZRYl-24e1e990453111e9b1e4e5985dca719e
64,Turned down the hee ,4BrX8aDqK2cLZRYl-2518d4e0452d11e9b1e4e5985dca719e
65,Changed system language ,4BrX8aDqK2cLZRYl-274b5d90453311e9b1e4e5985dca719e
66,This video sound is too long turn of the volume ,4BrX8aDqK2cLZRYl-27c98080452e11e9b1e4e5985dca719e
67,Lights off in the better ,4BrX8aDqK2cLZRYl-27deaed0453111e9b1e4e5985dca719e
68,Increase the hearing in the washroom ,4BrX8aDqK2cLZRYl-2816b950453211e9b1e4e5985dca719e
69,Decrease the hearing in the better ,4BrX8aDqK2cLZRYl-284571d0452f11e9b1e4e5985dca719e
70,Turn the heat down ,4BrX8aDqK2cLZRYl-2882b3d0452d11e9b1e4e5985dca719e
71,Decrease volume ,4BrX8aDqK2cLZRYl-2aad3f80452e11e9b1e4e5985dca719e
72,Bedroom lights off ,4BrX8aDqK2cLZRYl-2af7d5b0453111e9b1e4e5985dca719e
73,Turn of the bathroom temperature ,4BrX8aDqK2cLZRYl-2b2c36b0453211e9b1e4e5985dca719e
74,Turn down the washroom temperature ,4BrX8aDqK2cLZRYl-2c1eb460452f11e9b1e4e5985dca719e
75,Turn off the music ,4BrX8aDqK2cLZRYl-2c49f500452d11e9b1e4e5985dca719e
76,Said the language ,4BrX8aDqK2cLZRYl-2c906520453311e9b1e4e5985dca719e
77,Turn volume down ,4BrX8aDqK2cLZRYl-2dca5e00452e11e9b1e4e5985dca719e
78,Turn off the washroom light ,4BrX8aDqK2cLZRYl-2df18db0453111e9b1e4e5985dca719e
79,Turn up the temperature in the bathroom ,4BrX8aDqK2cLZRYl-2ed345b0453211e9b1e4e5985dca719e
80,Language settings ,4BrX8aDqK2cLZRYl-2f44d6c0453311e9b1e4e5985dca719e
81,Stop the music ,4BrX8aDqK2cLZRYl-2f671380452d11e9b1e4e5985dca719e
82,Turned the temperature down in the washroom ,4BrX8aDqK2cLZRYl-2fab0f70452f11e9b1e4e5985dca719e
83,Turn sound down ,4BrX8aDqK2cLZRYl-30c156e0452e11e9b1e4e5985dca719e
84,Switch off the washroom lights ,4BrX8aDqK2cLZRYl-311b2f50453111e9b1e4e5985dca719e
85,Set language to chinese ,4BrX8aDqK2cLZRYl-320de1d0453311e9b1e4e5985dca719e
86,Play ,4BrX8aDqK2cLZRYl-321802b0452d11e9b1e4e5985dca719e
87,Turned down the heat and the wash em ,4BrX8aDqK2cLZRYl-32f4e340452f11e9b1e4e5985dca719e
88,Decrease audio volume ,4BrX8aDqK2cLZRYl-34319e70452e11e9b1e4e5985dca719e
89,Lights often the washroom ,4BrX8aDqK2cLZRYl-343abed0453111e9b1e4e5985dca719e
90,Set language to german ,4BrX8aDqK2cLZRYl-34c1de40453311e9b1e4e5985dca719e
91,Turn the heat up in the bathroom ,4BrX8aDqK2cLZRYl-353974b0453211e9b1e4e5985dca719e
92,Put on the music ,4BrX8aDqK2cLZRYl-35a59640452d11e9b1e4e5985dca719e
93,Turn the heat down in the wash em ,4BrX8aDqK2cLZRYl-3642d5c0452f11e9b1e4e5985dca719e
94,Reduce oriel volume ,4BrX8aDqK2cLZRYl-373652f0452e11e9b1e4e5985dca719e
95,Washroom lights off ,4BrX8aDqK2cLZRYl-373cb430453111e9b1e4e5985dca719e
96,Said language to korean ,4BrX8aDqK2cLZRYl-37e0d180453311e9b1e4e5985dca719e
97,Bathroom heat up ,4BrX8aDqK2cLZRYl-381d5ac0453211e9b1e4e5985dca719e
98,Play the music ,4BrX8aDqK2cLZRYl-38e8b350452d11e9b1e4e5985dca719e
99,Decrease the temperature in the washroom ,4BrX8aDqK2cLZRYl-398e3030452f11e9b1e4e5985dca719e
100,Turn it down ,4BrX8aDqK2cLZRYl-39a493d0452e11e9b1e4e5985dca719e
101,Set language to english ,4BrX8aDqK2cLZRYl-3aef9820453311e9b1e4e5985dca719e
102,Increase the temperature and about her ,4BrX8aDqK2cLZRYl-3b5d6a90453211e9b1e4e5985dca719e
103,Quieter ,4BrX8aDqK2cLZRYl-3c68bce0452e11e9b1e4e5985dca719e
104,Start the music ,4BrX8aDqK2cLZRYl-3c6cd100452d11e9b1e4e5985dca719e
105,Decrease the heating in the washroom ,4BrX8aDqK2cLZRYl-3ce830a0452f11e9b1e4e5985dca719e
106,Set my device to chinese ,4BrX8aDqK2cLZRYl-3df29ef0453311e9b1e4e5985dca719e
107,Increase the heating in the bathroom ,4BrX8aDqK2cLZRYl-3e85aca0453211e9b1e4e5985dca719e
108,Turn off the lights ,4BrX8aDqK2cLZRYl-3ecb5310453011e9b1e4e5985dca719e
109,Volume mew ,4BrX8aDqK2cLZRYl-3f58d7f0452e11e9b1e4e5985dca719e
110,Turn on the lamp ,4BrX8aDqK2cLZRYl-3f7a8630452d11e9b1e4e5985dca719e
111,Washroom he'd down ,4BrX8aDqK2cLZRYl-3fe2abf0452f11e9b1e4e5985dca719e
112,Make it cooler ,4BrX8aDqK2cLZRYl-4100bec0453211e9b1e4e5985dca719e
113,Change language ,4BrX8aDqK2cLZRYl-418c95f0453011e9b1e4e5985dca719e
114,Oh carry no switch the main language to chinese ,4BrX8aDqK2cLZRYl-41b10680453311e9b1e4e5985dca719e
115,Lower the volume ,4BrX8aDqK2cLZRYl-426ef190452e11e9b1e4e5985dca719e
116,Turned down the bathroom temperature ,4BrX8aDqK2cLZRYl-42f47fd0452f11e9b1e4e5985dca719e
117,Switch on the lamp ,4BrX8aDqK2cLZRYl-43239100452d11e9b1e4e5985dca719e
118,Less hee ,4BrX8aDqK2cLZRYl-437f0530453211e9b1e4e5985dca719e
119,Palls the music ,4BrX8aDqK2cLZRYl-447cff20453011e9b1e4e5985dca719e
120,Volume lower ,4BrX8aDqK2cLZRYl-45596750452e11e9b1e4e5985dca719e
121,Oh carry now switch the main language to german ,4BrX8aDqK2cLZRYl-4569efd0453311e9b1e4e5985dca719e
122,During the temperature down in the bathroom ,4BrX8aDqK2cLZRYl-464dbcf0452f11e9b1e4e5985dca719e
123,Heat down ,4BrX8aDqK2cLZRYl-464e51d0453211e9b1e4e5985dca719e
124,Turn the lamp on ,4BrX8aDqK2cLZRYl-46aa94e0452d11e9b1e4e5985dca719e
125,Resumed ,4BrX8aDqK2cLZRYl-46f32f40453011e9b1e4e5985dca719e
126,Decrease the volume ,4BrX8aDqK2cLZRYl-48338960452e11e9b1e4e5985dca719e
127,Decrease the temperature ,4BrX8aDqK2cLZRYl-494e2450453211e9b1e4e5985dca719e
128,Turned down the heat and the bathroom ,4BrX8aDqK2cLZRYl-498b0da0452f11e9b1e4e5985dca719e
129,Lampon ,4BrX8aDqK2cLZRYl-49a02e30452d11e9b1e4e5985dca719e
130,Volume down ,4BrX8aDqK2cLZRYl-49bc6160453011e9b1e4e5985dca719e
131,Decrease on levels ,4BrX8aDqK2cLZRYl-4b522e80452e11e9b1e4e5985dca719e
132,Turn volume up ,4BrX8aDqK2cLZRYl-4be0d290453111e9b1e4e5985dca719e
133,Decrease the heating ,4BrX8aDqK2cLZRYl-4c4e6c00453211e9b1e4e5985dca719e
134,Turn the lights on ,4BrX8aDqK2cLZRYl-4cbde190453011e9b1e4e5985dca719e
135,During the heat down then the bathroom ,4BrX8aDqK2cLZRYl-4ce200d0452f11e9b1e4e5985dca719e
136,Turn off the lamp ,4BrX8aDqK2cLZRYl-4d353bd0452d11e9b1e4e5985dca719e
137,Oh care now switch the main language to english ,4BrX8aDqK2cLZRYl-4db77c70453311e9b1e4e5985dca719e
138,Too loud ,4BrX8aDqK2cLZRYl-4dda6000452e11e9b1e4e5985dca719e
139,Turn sounder ,4BrX8aDqK2cLZRYl-4e9f2f40453111e9b1e4e5985dca719e
140,Could you decrease the heating ,4BrX8aDqK2cLZRYl-4f7b6900453211e9b1e4e5985dca719e
141,Decrease the temperature in the bathroom ,4BrX8aDqK2cLZRYl-501bcf10452f11e9b1e4e5985dca719e
142,Switch on the lights ,4BrX8aDqK2cLZRYl-506ae400453011e9b1e4e5985dca719e
143,Turn the lamp off ,4BrX8aDqK2cLZRYl-50cc9360452d11e9b1e4e5985dca719e
144,That's too loud ,4BrX8aDqK2cLZRYl-50cd6140452e11e9b1e4e5985dca719e
145,Turn it up ,4BrX8aDqK2cLZRYl-510d4910453111e9b1e4e5985dca719e
146,Set my folds language to chinese ,4BrX8aDqK2cLZRYl-5157d4b0453311e9b1e4e5985dca719e
147,Could you decrease the heaving please ,4BrX8aDqK2cLZRYl-52fe7540453211e9b1e4e5985dca719e
148,Decrease the heating in the bathroom ,4BrX8aDqK2cLZRYl-53705140452f11e9b1e4e5985dca719e
149,Making louder ,4BrX8aDqK2cLZRYl-538fae30453111e9b1e4e5985dca719e
150,Why it's on ,4BrX8aDqK2cLZRYl-53ad64d0453011e9b1e4e5985dca719e
151,Far too loud ,4BrX8aDqK2cLZRYl-53c03b70452e11e9b1e4e5985dca719e
152,Switch off the lamp ,4BrX8aDqK2cLZRYl-53eaea60452d11e9b1e4e5985dca719e
153,Said my phones language to german ,4BrX8aDqK2cLZRYl-55397bb0453311e9b1e4e5985dca719e
154,Louder ,4BrX8aDqK2cLZRYl-55aa02b0453111e9b1e4e5985dca719e
155,Bathroom heat down ,4BrX8aDqK2cLZRYl-5661f2f0452f11e9b1e4e5985dca719e
156,Make a quieter ,4BrX8aDqK2cLZRYl-56a496b0452e11e9b1e4e5985dca719e
157,Turn down the temperature in the kitchen ,4BrX8aDqK2cLZRYl-56a5f970453211e9b1e4e5985dca719e
158,Switch off the lights ,4BrX8aDqK2cLZRYl-56dc84b0453011e9b1e4e5985dca719e
159,Lamp off ,4BrX8aDqK2cLZRYl-572fb520452d11e9b1e4e5985dca719e
160,Volume max ,4BrX8aDqK2cLZRYl-589d2b00453111e9b1e4e5985dca719e
161,Paul's music ,4BrX8aDqK2cLZRYl-58fa5110452f11e9b1e4e5985dca719e
162,Turn the lights off ,4BrX8aDqK2cLZRYl-59730e10453011e9b1e4e5985dca719e
163,Turn the kitchen temperature down ,4BrX8aDqK2cLZRYl-59dc1e30453211e9b1e4e5985dca719e
164,It's too loud turn it down ,4BrX8aDqK2cLZRYl-5a2a13f0452e11e9b1e4e5985dca719e
165,Switch the lights on ,4BrX8aDqK2cLZRYl-5ad600d0452d11e9b1e4e5985dca719e
166,Louder please ,4BrX8aDqK2cLZRYl-5b336640453111e9b1e4e5985dca719e
167,Stop music ,4BrX8aDqK2cLZRYl-5b675970452f11e9b1e4e5985dca719e
168,Lights off ,4BrX8aDqK2cLZRYl-5c582ca0453011e9b1e4e5985dca719e
169,Turn down the heat in the kitchen ,4BrX8aDqK2cLZRYl-5cd8bc60453211e9b1e4e5985dca719e
170,Set my phones language to english ,4BrX8aDqK2cLZRYl-5d2400c0453311e9b1e4e5985dca719e
171,Stop ,4BrX8aDqK2cLZRYl-5dd91cc0452f11e9b1e4e5985dca719e
172,Increase the volume ,4BrX8aDqK2cLZRYl-5e0c4fd0453111e9b1e4e5985dca719e
173,Turn on the kitchen lights ,4BrX8aDqK2cLZRYl-5e6a4b20452d11e9b1e4e5985dca719e
174,Volume up ,4BrX8aDqK2cLZRYl-5efb1210453011e9b1e4e5985dca719e
175,Turn the heat down in the kitchen ,4BrX8aDqK2cLZRYl-5fcc80f0453211e9b1e4e5985dca719e
176,Play music ,4BrX8aDqK2cLZRYl-60af9550452f11e9b1e4e5985dca719e
177,It's too loud turned the volume down ,4BrX8aDqK2cLZRYl-612c34d0452e11e9b1e4e5985dca719e
178,Increase the sound volume ,4BrX8aDqK2cLZRYl-615141a0453111e9b1e4e5985dca719e
179,Turn of the volume ,4BrX8aDqK2cLZRYl-6199d8d0453011e9b1e4e5985dca719e
180,Switch on the kitchen lights ,4BrX8aDqK2cLZRYl-6235d210452d11e9b1e4e5985dca719e
181,Kitchen he'd down ,4BrX8aDqK2cLZRYl-625f12b0453211e9b1e4e5985dca719e
182,I need a practice my chinese switched the language ,4BrX8aDqK2cLZRYl-62994010453311e9b1e4e5985dca719e
183,Resume music ,4BrX8aDqK2cLZRYl-63879480452f11e9b1e4e5985dca719e
184,Only volume ,4BrX8aDqK2cLZRYl-63f33cb0453111e9b1e4e5985dca719e
185,Turn the volume up ,4BrX8aDqK2cLZRYl-640fe1e0453011e9b1e4e5985dca719e
186,Decrease the temperature in the kitchen ,4BrX8aDqK2cLZRYl-65770110453211e9b1e4e5985dca719e
187,During the lights on in the kitchen ,4BrX8aDqK2cLZRYl-65c428f0452d11e9b1e4e5985dca719e
188,I need a practice my german switch the language ,4BrX8aDqK2cLZRYl-6650c9d0453311e9b1e4e5985dca719e
189,Bring me the newspaper ,4BrX8aDqK2cLZRYl-66adb3b0452f11e9b1e4e5985dca719e
190,Increase the sound ,4BrX8aDqK2cLZRYl-66cd37b0453111e9b1e4e5985dca719e
191,Make the music louder ,4BrX8aDqK2cLZRYl-66cedad0453011e9b1e4e5985dca719e
192,Decrease the heating in the kitchen ,4BrX8aDqK2cLZRYl-68a891f0453211e9b1e4e5985dca719e
193,Switch on the lights in the kitchen ,4BrX8aDqK2cLZRYl-6948e2e0452d11e9b1e4e5985dca719e
194,Louder phone ,4BrX8aDqK2cLZRYl-69660b00453111e9b1e4e5985dca719e
195,Turn down the volume ,4BrX8aDqK2cLZRYl-696a6d40453011e9b1e4e5985dca719e
196,Get me the newspaper ,4BrX8aDqK2cLZRYl-69d5a7a0452f11e9b1e4e5985dca719e
197,I need a practice my korean switch the language ,4BrX8aDqK2cLZRYl-6a5eff10453311e9b1e4e5985dca719e
198,Increase the temperature ,4BrX8aDqK2cLZRYl-6ad86710452e11e9b1e4e5985dca719e
199,Turn down the temperature in the bedroom ,4BrX8aDqK2cLZRYl-6bf12d40453211e9b1e4e5985dca719e
200,I can hear thou ,4BrX8aDqK2cLZRYl-6c335bd0453111e9b1e4e5985dca719e
201,Turned the volume down ,4BrX8aDqK2cLZRYl-6c4bbb40453011e9b1e4e5985dca719e
202,Bring the newspaper ,4BrX8aDqK2cLZRYl-6cc1f220452f11e9b1e4e5985dca719e
203,Lights on in the kitchen ,4BrX8aDqK2cLZRYl-6ccdc3e0452d11e9b1e4e5985dca719e
204,I need a practice my english switch the language ,4BrX8aDqK2cLZRYl-6ea3d4b0453311e9b1e4e5985dca719e
205,To quiet ,4BrX8aDqK2cLZRYl-6ec9e530453111e9b1e4e5985dca719e
206,Make the music softer ,4BrX8aDqK2cLZRYl-6f0fe450453011e9b1e4e5985dca719e
207,During the temperature in the bedroom known ,4BrX8aDqK2cLZRYl-6f38b720453211e9b1e4e5985dca719e
208,Increase the heating ,4BrX8aDqK2cLZRYl-6f578690452e11e9b1e4e5985dca719e
209,Kitchen lights on ,4BrX8aDqK2cLZRYl-6feb0970452d11e9b1e4e5985dca719e
210,That's too quiet ,4BrX8aDqK2cLZRYl-71b82b80453111e9b1e4e5985dca719e
211,Turn up the temperature ,4BrX8aDqK2cLZRYl-720fdde0453011e9b1e4e5985dca719e
212,Turned down the bedroom he ,4BrX8aDqK2cLZRYl-72213110453211e9b1e4e5985dca719e
213,Turned the washroom lights off ,4BrX8aDqK2cLZRYl-723586f0453311e9b1e4e5985dca719e
214,Couldn't you increase the heating ,4BrX8aDqK2cLZRYl-73115a40452e11e9b1e4e5985dca719e
215,Switched the kitchen lights on ,4BrX8aDqK2cLZRYl-7361b9a0452d11e9b1e4e5985dca719e
216,Far too quiet ,4BrX8aDqK2cLZRYl-74802520453111e9b1e4e5985dca719e
217,Turn the bedroom he down ,4BrX8aDqK2cLZRYl-75008340453211e9b1e4e5985dca719e
218,Turned the temperature out ,4BrX8aDqK2cLZRYl-7511fa50453011e9b1e4e5985dca719e
219,Could you increase the heat and glaze ,4BrX8aDqK2cLZRYl-76fb3ea0452e11e9b1e4e5985dca719e
220,Turn the kitchen lights on ,4BrX8aDqK2cLZRYl-7703bf90452d11e9b1e4e5985dca719e
221,Turn up the heat ,4BrX8aDqK2cLZRYl-778b37b0453011e9b1e4e5985dca719e
222,Bedroom he'd down ,4BrX8aDqK2cLZRYl-77c28970453211e9b1e4e5985dca719e
223,Bring newspaper ,4BrX8aDqK2cLZRYl-79486d80452f11e9b1e4e5985dca719e
224,Make it hotter ,4BrX8aDqK2cLZRYl-79ded690452e11e9b1e4e5985dca719e
225,Turn the heat up ,4BrX8aDqK2cLZRYl-7a85b300453011e9b1e4e5985dca719e
226,Turn on the lights in the bedroom ,4BrX8aDqK2cLZRYl-7a9794b0452d11e9b1e4e5985dca719e
227,I needed here this increase the volume ,4BrX8aDqK2cLZRYl-7ae60600453111e9b1e4e5985dca719e
228,Decrease the temperature in the better ,4BrX8aDqK2cLZRYl-7b2b08d0453211e9b1e4e5985dca719e
229,More hee ,4BrX8aDqK2cLZRYl-7c5aac00452e11e9b1e4e5985dca719e
230,Go get the newspaper ,4BrX8aDqK2cLZRYl-7c687230452f11e9b1e4e5985dca719e
231,Turn down the temperature ,4BrX8aDqK2cLZRYl-7d73f950453011e9b1e4e5985dca719e
232,Turn the bedroom lights on ,4BrX8aDqK2cLZRYl-7de81f40452d11e9b1e4e5985dca719e
233,I couldn't hear anything turned up the volume ,4BrX8aDqK2cLZRYl-7e4d73f0453111e9b1e4e5985dca719e
234,Decrease the heating in the bedroom ,4BrX8aDqK2cLZRYl-7ec594b0453211e9b1e4e5985dca719e
235,He'd up ,4BrX8aDqK2cLZRYl-7eef60a0452e11e9b1e4e5985dca719e
236,Fetch the newspaper ,4BrX8aDqK2cLZRYl-7f49c030452f11e9b1e4e5985dca719e
237,Turned the temperature down ,4BrX8aDqK2cLZRYl-8078d4e0453011e9b1e4e5985dca719e
238,Switch on the lights in the bedroom ,4BrX8aDqK2cLZRYl-8180af50452d11e9b1e4e5985dca719e
239,Turned down the washroom temperature ,4BrX8aDqK2cLZRYl-81e10580453211e9b1e4e5985dca719e
240,This video saunders to law turn up the volume ,4BrX8aDqK2cLZRYl-82235b20453111e9b1e4e5985dca719e
241,Bring me some juice ,4BrX8aDqK2cLZRYl-8228eb50452f11e9b1e4e5985dca719e
242,Turn up the temperature in the kitchen ,4BrX8aDqK2cLZRYl-825e96c0452e11e9b1e4e5985dca719e
243,Turn down the hee ,4BrX8aDqK2cLZRYl-83277a20453011e9b1e4e5985dca719e
244,Decrease volume ,4BrX8aDqK2cLZRYl-84c0e960453111e9b1e4e5985dca719e
245,Switch the bedroom lights on ,4BrX8aDqK2cLZRYl-851c9ac0452d11e9b1e4e5985dca719e
246,Turn the temperature down in the washroom ,4BrX8aDqK2cLZRYl-85333dc0453211e9b1e4e5985dca719e
247,Get me some juice ,4BrX8aDqK2cLZRYl-85362b50452f11e9b1e4e5985dca719e
248,Turn the kitchen temperature up ,4BrX8aDqK2cLZRYl-859a12b0452e11e9b1e4e5985dca719e
249,Turn the heat down ,4BrX8aDqK2cLZRYl-85ebf150453011e9b1e4e5985dca719e
250,Turn volume down ,4BrX8aDqK2cLZRYl-87a062a0453111e9b1e4e5985dca719e
251,Bring some juice ,4BrX8aDqK2cLZRYl-88013230452f11e9b1e4e5985dca719e
252,Turn down the heat in the wash em ,4BrX8aDqK2cLZRYl-88115770453211e9b1e4e5985dca719e
253,Lights on the bedroom ,4BrX8aDqK2cLZRYl-88553080452d11e9b1e4e5985dca719e
254,Turn off the music ,4BrX8aDqK2cLZRYl-88cbdfc0453011e9b1e4e5985dca719e
255,Increase the temperature in the kitchen ,4BrX8aDqK2cLZRYl-89111100452e11e9b1e4e5985dca719e
256,Turn sound down ,4BrX8aDqK2cLZRYl-8a565ae0453111e9b1e4e5985dca719e
257,Bring juice ,4BrX8aDqK2cLZRYl-8afc70d0452f11e9b1e4e5985dca719e
258,Turned the heat down in the washer ,4BrX8aDqK2cLZRYl-8b5fe630453211e9b1e4e5985dca719e
259,Stop the music ,4BrX8aDqK2cLZRYl-8b7c80d0453011e9b1e4e5985dca719e
260,Bedroom lights on ,4BrX8aDqK2cLZRYl-8bae1f80452d11e9b1e4e5985dca719e
261,Increase the hearing in the kitchen ,4BrX8aDqK2cLZRYl-8cc0f9a0452e11e9b1e4e5985dca719e
262,Decrease audio volume ,4BrX8aDqK2cLZRYl-8d1f65f0453111e9b1e4e5985dca719e
263,Play ,4BrX8aDqK2cLZRYl-8dd6c480453011e9b1e4e5985dca719e
264,Go get me some juice ,4BrX8aDqK2cLZRYl-8df42d00452f11e9b1e4e5985dca719e
265,Decrease the temperature in the wash em ,4BrX8aDqK2cLZRYl-8e92af90453211e9b1e4e5985dca719e
266,Turn on the washroom light ,4BrX8aDqK2cLZRYl-8f13b8b0452d11e9b1e4e5985dca719e
267,Turn of the heat in the kitchen ,4BrX8aDqK2cLZRYl-9042f470452e11e9b1e4e5985dca719e
268,Reduce audio volume ,4BrX8aDqK2cLZRYl-905c8f90453111e9b1e4e5985dca719e
269,Put on the music ,4BrX8aDqK2cLZRYl-907b57a0453011e9b1e4e5985dca719e
270,Bring me my socks ,4BrX8aDqK2cLZRYl-90ccc870452f11e9b1e4e5985dca719e
271,Decrease the heating in the wash em ,4BrX8aDqK2cLZRYl-91fc6770453211e9b1e4e5985dca719e
272,Turn it down ,4BrX8aDqK2cLZRYl-930df3f0453111e9b1e4e5985dca719e
273,Turn the washroom lights on ,4BrX8aDqK2cLZRYl-93120f70452d11e9b1e4e5985dca719e
